Date,Account/Account Code,Start Date,End Date,Start Balance,End Balance,Description,Received,Spent,Balance,Order ID,Status,Transaction Type
02-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194260868471463606,0,21.6,12828.06,,Not Reconciled,SVS_PAYMENT_DEDUCT
02-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194249552105053969,0,21.6,12849.66,,Not Reconciled,SVS_PAYMENT_DEDUCT
02-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194226327421722597,0,21.6,12871.26,,Not Reconciled,SVS_PAYMENT_DEDUCT
02-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194199447050133477,0,21.6,12892.86,,Not Reconciled,SVS_PAYMENT_DEDUCT
02-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194191707703746230,0,21.6,12914.46,,Not Reconciled,SVS_PAYMENT_DEDUCT
01-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194183661334044342,0,21.6,12936.06,,Not Reconciled,SVS_PAYMENT_DEDUCT
01-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194177351456661179,0,21.6,12957.66,,Not Reconciled,SVS_PAYMENT_DEDUCT
01-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194166540436774716,0,21.6,12979.26,,Not Reconciled,SVS_PAYMENT_DEDUCT
01-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194156802705727292,0,21.6,13000.86,,Not Reconciled,SVS_PAYMENT_DEDUCT
01-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194147246470602427,0,21.6,13022.46,,Not Reconciled,SVS_PAYMENT_DEDUCT
01-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2508306GHW3891 | Wallet: shopee_pay | TxnID: 194146547146039057,84.67,0,13044.06,2508306GHW3891,Not Reconciled,ESCROW_VERIFIED_ADD
01-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250829547MPVSM | Wallet: shopee_pay | TxnID: 194142729523961526,113.54,0,12959.39,250829547MPVSM,Not Reconciled,ESCROW_VERIFIED_ADD
01-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194137139825352677,0,21.6,12845.85,,Not Reconciled,SVS_PAYMENT_DEDUCT
01-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194129947432853477,0,21.6,12867.45,,Not Reconciled,SVS_PAYMENT_DEDUCT
01-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 25082817JEM7TN | Wallet: shopee_pay | TxnID: 194126475086012028,167.78,0,12889.05,25082817JEM7TN,Not Reconciled,ESCROW_VERIFIED_ADD
01-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250826S35UDDBX | Wallet: shopee_pay | TxnID: 194126186182352869,56.77,0,12721.27,250826S35UDDBX,Not Reconciled,ESCROW_VERIFIED_ADD
01-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194122203019616060,0,21.6,12664.5,,Not Reconciled,SVS_PAYMENT_DEDUCT
01-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194108533011128124,0,21.6,12686.1,,Not Reconciled,SVS_PAYMENT_DEDUCT
01-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 194077971567353617,0,21.6,12707.7,,Not Reconciled,SVS_PAYMENT_DEDUCT
30-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198381812584554108,0,21.6,17643.05,,Not Reconciled,SVS_PAYMENT_DEDUCT
30-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250927HTR9NT81 | Wallet: shopee_pay | TxnID: 198380928056172348,152.95,0,17664.65,250927HTR9NT81,Not Reconciled,ESCROW_VERIFIED_ADD
30-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250927JPXDB6VS | Wallet: shopee_pay | TxnID: 198377311542713980,62.5,0,17511.7,250927JPXDB6VS,Not Reconciled,ESCROW_VERIFIED_ADD
30-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250928N3EF0Y4D | Wallet: shopee_pay | TxnID: 198358400784932539,88.84,0,17449.2,250928N3EF0Y4D,Not Reconciled,ESCROW_VERIFIED_ADD
30-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198347088008847035,0,21.6,17360.36,,Not Reconciled,SVS_PAYMENT_DEDUCT
30-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198327739499945659,0,21.6,17381.96,,Not Reconciled,SVS_PAYMENT_DEDUCT
30-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198320559354814134,0,21.6,17403.56,,Not Reconciled,SVS_PAYMENT_DEDUCT
30-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198319866623565585,0,21.6,17425.16,,Not Reconciled,SVS_PAYMENT_DEDUCT
30-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198319615183429436,0,21.6,17446.76,,Not Reconciled,SVS_PAYMENT_DEDUCT
30-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198319043919224805,0,21.6,17468.36,,Not Reconciled,SVS_PAYMENT_DEDUCT
30-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198318075303436049,0,21.6,17489.96,,Not Reconciled,SVS_PAYMENT_DEDUCT
30-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250925DUS2N9Y9 | Wallet: shopee_pay | TxnID: 198305722004414139,111.58,0,17511.56,250925DUS2N9Y9,Not Reconciled,ESCROW_VERIFIED_ADD
30-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198300825892691580,0,21.6,17399.98,,Not Reconciled,SVS_PAYMENT_DEDUCT
30-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198252093197262460,0,21.6,17421.58,,Not Reconciled,SVS_PAYMENT_DEDUCT
30-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198251728846462949,0,21.6,17443.18,,Not Reconciled,SVS_PAYMENT_DEDUCT
30-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198250542982504209,0,21.6,17464.78,,Not Reconciled,SVS_PAYMENT_DEDUCT
29-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250924CBJ6W1QM | Wallet: shopee_pay | TxnID: 198248200144953019,137.59,0,17486.38,250924CBJ6W1QM,Not Reconciled,ESCROW_VERIFIED_ADD
29-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198239433865043643,0,21.6,17348.79,,Not Reconciled,SVS_PAYMENT_DEDUCT
29-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250925CN2EY3PM | Wallet: shopee_pay | TxnID: 198233907684974353,55.52,0,17370.39,250925CN2EY3PM,Not Reconciled,ESCROW_VERIFIED_ADD
29-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198215284723556027,0,21.6,17314.87,,Not Reconciled,SVS_PAYMENT_DEDUCT
29-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250926FTJUKP0T | Wallet: shopee_pay | TxnID: 198213430488866428,89.91,0,17336.47,250926FTJUKP0T,Not Reconciled,ESCROW_VERIFIED_ADD
29-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250924B8GVXD04 | Wallet: shopee_pay | TxnID: 198210696339594934,112.93,0,17246.56,250924B8GVXD04,Not Reconciled,ESCROW_VERIFIED_ADD
29-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198204499775463094,0,21.6,17133.63,,Not Reconciled,SVS_PAYMENT_DEDUCT
29-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198199509090574097,0,21.6,17155.23,,Not Reconciled,SVS_PAYMENT_DEDUCT
29-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 198192820064886459,0,21.6,17176.83,,Not Reconciled,SVS_PAYMENT_DEDUCT
29-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250924ASBDGUAF | Wallet: shopee_pay | TxnID: 198185066793279100,167.66,0,17198.43,250924ASBDGUAF,Not Reconciled,ESCROW_VERIFIED_ADD
29-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250927J9BHBH70 | Wallet: shopee_pay | TxnID: 198149341892845180,213.42,0,17030.77,250927J9BHBH70,Not Reconciled,ESCROW_VERIFIED_ADD
29-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250924BHM906U9 | Wallet: shopee_pay | TxnID: 198115082868105189,335.84,0,16817.35,250924BHM906U9,Not Reconciled,ESCROW_VERIFIED_ADD
28-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250926GK28SF89 | Wallet: shopee_pay | TxnID: 198101141135826705,62.5,0,16481.51,250926GK28SF89,Not Reconciled,ESCROW_VERIFIED_ADD
28-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250925EXUEYFMM | Wallet: shopee_pay | TxnID: 198091562318569142,55.52,0,16419.01,250925EXUEYFMM,Not Reconciled,ESCROW_VERIFIED_ADD
28-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250926HAD2VREY | Wallet: shopee_pay | TxnID: 198085522688646838,52.72,0,16363.49,250926HAD2VREY,Not Reconciled,ESCROW_VERIFIED_ADD
28-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509239N9J3Q0B | Wallet: shopee_pay | TxnID: 198075481541582609,79.9,0,16310.77,2509239N9J3Q0B,Not Reconciled,ESCROW_VERIFIED_ADD
28-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509239PN2FBE3 | Wallet: shopee_pay | TxnID: 198073305687662204,223.72,0,16230.87,2509239PN2FBE3,Not Reconciled,ESCROW_VERIFIED_ADD
28-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250924BM5S83D0 | Wallet: shopee_pay | TxnID: 198037149294010043,62.5,0,16007.15,250924BM5S83D0,Not Reconciled,ESCROW_VERIFIED_ADD
27-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509226DS6190J | Wallet: shopee_pay | TxnID: 197944325336735505,96.14,0,15944.65,2509226DS6190J,Not Reconciled,ESCROW_VERIFIED_ADD
27-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250925DR0J0AV9 | Wallet: shopee_pay | TxnID: 197935363937804049,89.91,0,15848.51,250925DR0J0AV9,Not Reconciled,ESCROW_VERIFIED_ADD
27-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197928567605042812,0,21.6,15758.6,,Not Reconciled,SVS_PAYMENT_DEDUCT
27-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197915201985584764,0,21.6,15780.2,,Not Reconciled,SVS_PAYMENT_DEDUCT
27-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197909740699787068,0,21.6,15801.8,,Not Reconciled,SVS_PAYMENT_DEDUCT
27-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197903970092457596,0,21.6,15823.4,,Not Reconciled,SVS_PAYMENT_DEDUCT
27-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197899130217963281,0,21.6,15845,,Not Reconciled,SVS_PAYMENT_DEDUCT
27-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250924C159CC4T | Wallet: shopee_pay | TxnID: 197893288173248124,55.52,0,15866.6,250924C159CC4T,Not Reconciled,ESCROW_VERIFIED_ADD
27-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197889145459187382,0,21.6,15811.08,,Not Reconciled,SVS_PAYMENT_DEDUCT
27-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197882777415196433,0,21.6,15832.68,,Not Reconciled,SVS_PAYMENT_DEDUCT
27-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509201MENU5MR | Wallet: shopee_pay | TxnID: 197881350697525009,56.19,0,15854.28,2509201MENU5MR,Not Reconciled,ESCROW_VERIFIED_ADD
27-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 25092267H31FRH | Wallet: shopee_pay | TxnID: 197878231829847676,79.9,0,15798.09,25092267H31FRH,Not Reconciled,ESCROW_VERIFIED_ADD
27-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197875642451107601,0,21.6,15718.19,,Not Reconciled,SVS_PAYMENT_DEDUCT
27-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197859986959769404,0,21.6,15739.79,,Not Reconciled,SVS_PAYMENT_DEDUCT
27-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250925D61MNNVF | Wallet: shopee_pay | TxnID: 197858492562808636,56.19,0,15761.39,250925D61MNNVF,Not Reconciled,ESCROW_VERIFIED_ADD
27-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197831055909068561,0,21.6,15705.2,,Not Reconciled,SVS_PAYMENT_DEDUCT
27-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197817064482676709,0,21.6,15726.8,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197805557459984188,0,21.6,15748.4,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250919VPSV2C1J | Wallet: shopee_pay | TxnID: 197799267681705654,223.72,0,15770,250919VPSV2C1J,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250920158BSFY9 | Wallet: shopee_pay | TxnID: 197790790473228261,80.86,0,15546.28,250920158BSFY9,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197789205160533628,0,21.6,15465.42,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 25092261Y8G8WU | Wallet: shopee_pay | TxnID: 197784682056654652,186.34,0,15487.02,25092261Y8G8WU,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 25092275W250C0 | Wallet: shopee_pay | TxnID: 197778276834352822,223.46,0,15300.68,25092275W250C0,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250925CUWR4PAW | Wallet: shopee_pay | TxnID: 197771852855123729,192.02,0,15077.22,250925CUWR4PAW,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197767124196794172,0,21.6,14885.2,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250924C76TM0DM | Wallet: shopee_pay | TxnID: 197766352629407419,137.59,0,14906.8,250924C76TM0DM,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197759771749654332,0,21.6,14769.21,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509226XJ0JKKW | Wallet: shopee_pay | TxnID: 197756146377826108,61.76,0,14790.81,2509226XJ0JKKW,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197753294100111164,0,21.6,14729.05,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509214PK57783 | Wallet: shopee_pay | TxnID: 197752465121091259,62.5,0,14750.65,2509214PK57783,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509225750GSEU | Wallet: shopee_pay | TxnID: 197749833295994684,391.9,0,14688.15,2509225750GSEU,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509202BRJEAUE | Wallet: shopee_pay | TxnID: 197749606098935612,96.14,0,14296.25,2509202BRJEAUE,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250915HBSD1W29 | Wallet: shopee_pay | TxnID: 197749571604979685,117.62,0,14200.11,250915HBSD1W29,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197748159869361846,0,21.6,14082.49,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250925CMU0K0R8 | Wallet: shopee_pay | TxnID: 197747427426443025,79.9,0,14104.09,250925CMU0K0R8,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197742482258140859,0,21.6,14024.19,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197736366879022774,0,21.6,14045.79,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509238QFWJ8JP | Wallet: shopee_pay | TxnID: 197732958403042940,56.19,0,14067.39,2509238QFWJ8JP,Not Reconciled,ESCROW_VERIFIED_ADD
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197731095108657125,0,21.6,14011.2,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197725793692950203,0,21.6,14032.8,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197720380859752209,0,21.6,14054.4,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197708755574464187,0,21.6,14076,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197685575333977873,0,21.6,14097.6,,Not Reconciled,SVS_PAYMENT_DEDUCT
26-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197674940827180726,0,21.6,14119.2,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197668372748443452,0,21.6,14140.8,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197662637037723409,0,21.6,14162.4,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250923996PEWR9 | Wallet: shopee_pay | TxnID: 197659845912960699,56.19,0,14184,250923996PEWR9,Not Reconciled,ESCROW_VERIFIED_ADD
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197658575240175228,0,21.6,14127.81,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197653429265374907,0,21.6,14149.41,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197648325569158929,0,21.6,14171.01,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509213NRVR237 | Wallet: shopee_pay | TxnID: 197646592667295548,137.59,0,14192.61,2509213NRVR237,Not Reconciled,ESCROW_VERIFIED_ADD
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197641950629732022,0,21.6,14055.02,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509225TTWEH84 | Wallet: shopee_pay | TxnID: 197636938386120465,111.07,0,14076.62,2509225TTWEH84,Not Reconciled,ESCROW_VERIFIED_ADD
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197631052804529937,0,21.6,13965.55,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509239RQK4B8A | Wallet: shopee_pay | TxnID: 197626101311217637,194.33,0,13987.15,2509239RQK4B8A,Not Reconciled,ESCROW_VERIFIED_ADD
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197621907174989585,0,21.6,13792.82,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250924ANYJ7JJP | Wallet: shopee_pay | TxnID: 197617857306041980,62.5,0,13814.42,250924ANYJ7JJP,Not Reconciled,ESCROW_VERIFIED_ADD
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197611543938997942,0,21.6,13751.92,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250914G6WSPC0U | Wallet: shopee_pay | TxnID: 197603492150386300,140.27,0,13773.52,250914G6WSPC0U,Not Reconciled,ESCROW_VERIFIED_ADD
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197597896529420261,0,21.6,13633.25,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197582786297601660,0,21.6,13654.85,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197553499066605541,0,21.6,13676.45,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197530751896395580,0,21.6,13698.05,,Not Reconciled,SVS_PAYMENT_DEDUCT
25-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197525555338288956,0,21.6,13719.65,,Not Reconciled,SVS_PAYMENT_DEDUCT
24-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509227B0H3QWS | Wallet: shopee_pay | TxnID: 197519079987224246,226.4,0,13741.25,2509227B0H3QWS,Not Reconciled,ESCROW_VERIFIED_ADD
24-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509201ABK2U7F | Wallet: shopee_pay | TxnID: 197510466530975548,191.46,0,13514.85,2509201ABK2U7F,Not Reconciled,ESCROW_VERIFIED_ADD
24-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197510333957414885,0,21.6,13323.39,,Not Reconciled,SVS_PAYMENT_DEDUCT
24-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197500790875627281,0,21.6,13344.99,,Not Reconciled,SVS_PAYMENT_DEDUCT
24-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197493942298681105,0,21.6,13366.59,,Not Reconciled,SVS_PAYMENT_DEDUCT
24-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197481956034748220,0,21.6,13388.19,,Not Reconciled,SVS_PAYMENT_DEDUCT
24-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 2509226NBFC36S | Wallet: shopee_pay | TxnID: 197481557542313659,79.9,0,13409.79,2509226NBFC36S,Not Reconciled,ESCROW_VERIFIED_ADD
24-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250922714QWHUB | Wallet: shopee_pay | TxnID: 197474708898193169,56.19,0,13329.89,250922714QWHUB,Not Reconciled,ESCROW_VERIFIED_ADD
24-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197469797720530748,0,21.6,13273.7,,Not Reconciled,SVS_PAYMENT_DEDUCT
24-09-25,,,,,,SVS_PAYMENT_DEDUCT | SPM create wallet transaction | Wallet: shopee_pay | TxnID: 197458409899958076,0,21.6,13295.3,,Not Reconciled,SVS_PAYMENT_DEDUCT
24-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250915HGN6V9WQ | Wallet: shopee_pay | TxnID: 197458351129370299,151.02,0,13316.9,250915HGN6V9WQ,Not Reconciled,ESCROW_VERIFIED_ADD
24-09-25,,,,,,ESCROW_VERIFIED_ADD | Order: 250919VUQ7E105 | Wallet: shopee_pay | TxnID: 197456638477606524,80.86,0,13165.88,250919VUQ7E105,Not Reconciled,ESCROW_VERIFIED_ADD
